,station_name,station_id,latitude,longitude
344,Cabrini Blvd & W 177 St,8358.1,40.848282,-73.941343
345,58 St & Pier 4,3220.01,40.646475,-74.026081
346,E 161 St & River Ave,8041.07,40.827883,-73.927111
347,W 190 St & Broadway,8474.02,40.85648733523576,-73.93296986818314
348,E Houston St & Columbia St,5436.11,40.71978635452822,-73.97871628403664
349,Audubon Ave & Fort George Ave,8491.07,40.85715781391904,-73.92717361450195
350,Broadway & W 37 St,6441.02,40.75172632,-73.98753523
351,E 16 St & Irving Pl,5938.11,40.735367055605394,-73.98797392845154
352,Prospect Ave & Greenwood Ave,3312.07,40.651745,-73.975988
353,Bayard St & Leonard St,5442.05,40.71915571696044,-73.94885390996933
354,Wards Meadow Comfort Station,7327.01,40.78294,-73.93077
355,Perry St & Greenwich Ave,5955.12,40.735918,-74.000939
356,Frederick Douglass Blvd & W 115 St,7658.13,40.8038654,-73.9559308
357,Frederick Douglass Blvd & W 145 St,7954.12,40.823061,-73.941928
358,E 11 St & Avenue B,5659.11,40.72746420692392,-73.97950418293476
359,West End Ave & W 107 St,7650.05,40.8021174,-73.9681805305
360,Devoe St & Morgan Ave,5282.02,40.713811,-73.93515
361,Leonard St & Maujer St,5148.03,40.7103685423523,-73.94705951213837
362,E 10 St & 2 Ave,5746.02,40.72970805644994,-73.9865979552269
363,Madison St & Clinton St,5190.07,40.71269042,-73.98776323
364,Greenwich Ave & Charles St,5914.08,40.735238,-74.000271
365,E 40 St & Park Ave,6432.11,40.750756,-73.978326
366,46 St & 7 Ave,3117.05,40.644743,-74.003754
367,51 St & Hobart St,6662.09,40.75767234025041,-73.90769943594933
368,Grand Concourse & East Mount Eden Ave,8265.09,40.84301,-73.91172
369,E 44 St & Lexington Ave,6464.09,40.752643,-73.974996
370,Rivington St & Ridge St,5406.02,40.71850211,-73.98329859
371,E 50 St & Park Ave,6659.1,40.757334,-73.974235
372,N 6 St & Bedford Ave,5379.1,40.71745169,-73.95850939
373,East End Ave & E 86 St,7113.08,40.77518615,-73.94446054
374,23 Rd & 31 St,7082.14,40.77336750284339,-73.91382560133934
375,Putnam Ave & Throop Ave,4392.04,40.6851532,-73.94111
